context;influencer;regular_node_set_unique;regular_node_set_grouped;new_activations
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;1;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;2;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;3;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;4;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;5;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;6;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;7;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;8;[9, 6];[9, 6];2
0.005884181490971696 0.003359693998513813 -0.010055005448720733 0.008202666387585022 0.005646733401748927 0.004435585219383276 0.005288351728207808 -0.013922324704494126 -0.004221813027743116 -0.00102716001619636;9;[9, 6];[9, 6];2
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;0;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;1;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;2;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;3;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;4;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;5;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;6;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;7;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;8;[8, 9, 4, 7];[8, 9, 4, 7];4
0.005142739805214225 0.00301088196162731 -0.00752205663340586 0.00799027340965175 0.00740323324522707 0.0013431415946433712 0.0040528977894582095 -0.014706574609408052 -0.0050846270071778 -0.004401921766094619;9;[8, 9, 4, 7];[8, 9, 4, 7];4
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;0;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;1;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;2;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;3;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;4;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;5;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;6;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;7;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;8;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.007605125426284576 0.009537012265355926 0.0016367275138589265 0.004154176444312841 0.004041281604380798 0.00400152271142924 0.005138506666946907 -0.011475566547438264 0.003684699521087564 -0.006568148020595288;9;[0, 1, 2, 7, 8];[0, 1, 2, 7, 8];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;0;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;1;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;2;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;3;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;4;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;5;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;6;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;7;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;8;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008328108469643047 0.013520291684339858 0.008067791195726048 0.0006414838346314511 -0.0018347563736758055 0.011850416958308574 0.006689553961690442 -0.004489625999075297 0.002989386129531102 -0.006525036661453054;9;[0, 3, 5, 6, 7];[0, 3, 5, 6, 7];5
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;0;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;1;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;2;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;3;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;4;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;5;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;6;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;7;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;8;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.008272303344956388 0.01171826173667787 0.0043847043863918245 0.0006815270086612202 -0.004396287018946632 0.0167389501610266 0.005933119471652914 0.006217022683853979 0.007738618633818128 -0.0038417745330364904;9;[0, 1, 3, 4, 5, 6];[0, 1, 3, 4, 5, 6];6
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;0;[];[];0
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;1;[];[];0
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;2;[];[];0
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;3;[];[];0
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;4;[];[];0
0.006688140498300599 0.009777185702970259 0.006167882750679299 -0.001257134187165465 -0.0053006428085049075 0.013797818810693373 0.004424489800589959 0.011852171157108349 0.011656213009152695 -0.006269477015117398;5;[];[];0
